primary_hgnc_id	secondary_hgnc_id	primary_symbol	secondary_symbol
HGNC:37133	NA	A1BG-AS1	NCRNA00181
HGNC:37133	NA	A1BG-AS1	A1BGAS
HGNC:37133	NA	A1BG-AS1	A1BG-AS
HGNC:23336	NA	A2ML1	CPAMD9
HGNC:8	NA	A2MP1	A2MP
HGNC:30005	NA	A3GALT2	A3GALT2P
HGNC:18226	NA	AACSP1	AACSL
HGNC:30205	NA	AAMDC	C11orf67
HGNC:15886	NA	AAR2	C20orf4
HGNC:33842	NA	AARD	C8orf85
HGNC:20	NA	AARS1	AARS
HGNC:49894	NA	AARS1P1	AARSP1
HGNC:21022	NA	AARS2	AARSL
HGNC:34	NA	ABCA4	STGD
HGNC:31	NA	ABCA11P	ABCA11
HGNC:34405	NA	ABCA15P	NCRNA00169
HGNC:34405	NA	ABCA15P	CRYM-AS1
HGNC:40	NA	ABCB1	PGY1
HGNC:45	NA	ABCB4	PGY3
HGNC:14114	NA	ABCB10P1	ABCB10P
HGNC:59	NA	ABCC8	HRINS
HGNC:69	NA	ABCE1	RNASELI
HGNC:54751	NA	ABCF2-H2BK1	ABCF2-H2BE1
HGNC:16407	NA	ABHD11	WBSCR21
HGNC:15868	NA	ABHD12	C20orf22
HGNC:19837	NA	ABHD12B	C14orf29
HGNC:20293	NA	ABHD13	C13orf6
HGNC:13921	NA	ABHD16A	BAT5
HGNC:16128	NA	ABHD16B	C20orf135
HGNC:28756	NA	ABHD17A	C19orf27
HGNC:28756	NA	ABHD17A	FAM108A1
HGNC:28394	NA	ABHD17AP1	FAM108A2
HGNC:28394	NA	ABHD17AP1	FAM108A3
HGNC:28394	NA	ABHD17AP1	FAM108A3P
HGNC:34041	NA	ABHD17AP3	FAM108A4
HGNC:34041	NA	ABHD17AP3	FAM108A4P
HGNC:34042	NA	ABHD17AP4	FAM108A5
HGNC:34042	NA	ABHD17AP4	FAM108A5P
HGNC:34043	NA	ABHD17AP5	FAM108A6
HGNC:34043	NA	ABHD17AP5	FAM108A6P
HGNC:34044	NA	ABHD17AP6	FAM108A7P
HGNC:38508	NA	ABHD17AP7	FAM108A8P
HGNC:38509	NA	ABHD17AP8	FAM108A9P
HGNC:38510	NA	ABHD17AP9	FAM108A10P
HGNC:24278	NA	ABHD17B	C9orf77
HGNC:24278	NA	ABHD17B	FAM108B1
HGNC:26925	NA	ABHD17C	FAM108C1
HGNC:26111	NA	ABHD18	C4orf29
HGNC:11320	NA	ABI1	SSH3BP1
HGNC:20035	NA	ABI1P1	SSH3BP1P
HGNC:20035	NA	ABI1P1	ABI1P
HGNC:1364	NA	ABITRAM	C9orf6
HGNC:1364	NA	ABITRAM	FAM206A
HGNC:39851	NA	ABITRAMP1	FAM206BP
HGNC:76	NA	ABL1	ABL
HGNC:77	NA	ABL2	ABLL
HGNC:78	NA	ABLIM1	ABLIM
HGNC:21230	NA	ABRACL	C6orf115
HGNC:25829	NA	ABRAXAS1	CCDC98
HGNC:25829	NA	ABRAXAS1	FAM175A
HGNC:28975	NA	ABRAXAS2	KIAA0157
HGNC:28975	NA	ABRAXAS2	FAM175B
HGNC:23844	NA	ABTB3	BTBD11
HGNC:84	NA	ACACA	ACAC
HGNC:319	NA	ACAN	AGC1
HGNC:16467	NA	ACAP1	CENTB1
HGNC:16469	NA	ACAP2	CENTB2
HGNC:16754	NA	ACAP3	CENTB5
HGNC:93	NA	ACAT1	ACAT
HGNC:15453	NA	ACBD3	GOLPH1
HGNC:15453	NA	ACBD3	GOCAP1
HGNC:18356	NA	ACER1	ASAH3
HGNC:23675	NA	ACER2	ASAH3L
HGNC:16066	NA	ACER3	PHCA
HGNC:17066	NA	ACIN1	ACINUS
HGNC:4035	NA	ACKR1	FY
HGNC:4035	NA	ACKR1	DARC
HGNC:1565	NA	ACKR2	CCBP2
HGNC:23692	NA	ACKR3	CMKOR1
HGNC:23692	NA	ACKR3	CXCR7
HGNC:1611	NA	ACKR4	CCRL1
HGNC:21142	NA	ACKR4P1	CCRL1P
HGNC:21142	NA	ACKR4P1	CCRL1P1
HGNC:34504	NA	ACNATP	BAATP1
HGNC:33904	NA	ACOD1	IRG1
HGNC:15919	NA	ACOT8	PTE1
HGNC:18156	NA	ACOT11	THEA
HGNC:20999	NA	ACOT13	THEM2
HGNC:125	NA	ACP3	ACPP
HGNC:14376	NA	ACP4	ACPT
HGNC:3569	NA	ACSL1	FACL2
HGNC:3570	NA	ACSL3	FACL3
HGNC:3571	NA	ACSL4	FACL4
HGNC:16526	NA	ACSL5	FACL5
HGNC:16496	NA	ACSL6	FACL6
HGNC:18049	NA	ACSM1	BUCS1
HGNC:32017	NA	ACSM2A	ACSM2
HGNC:30931	NA	ACSM2B	ACSM2
HGNC:10522	NA	ACSM3	SAH
HGNC:31665	NA	ACSM6	C10orf129
HGNC:16091	NA	ACSS1	ACAS2L
HGNC:15814	NA	ACSS2	ACAS2
HGNC:129	NA	ACTA1	ACTA
HGNC:150	NA	ACTBP12	ACTGP5
HGNC:143	NA	ACTC1	ACTC
HGNC:144	NA	ACTG1	ACTG
HGNC:146	NA	ACTG1P1	ACTGP1
HGNC:146	NA	ACTG1P1	ACT1GP1
HGNC:147	NA	ACTG1P2	ACTGP2
HGNC:148	NA	ACTG1P3	ACTGP3
HGNC:149	NA	ACTG1P4	ACTGP4
HGNC:151	NA	ACTG1P6	ACTGP6
HGNC:152	NA	ACTG1P7	ACTGP7
HGNC:153	NA	ACTG1P8	ACTGP8
HGNC:154	NA	ACTG1P9	ACTGP9
HGNC:155	NA	ACTG1P10	ACTL1
HGNC:155	NA	ACTG1P10	ACTGP10
HGNC:49661	NA	ACTG1P24	POTENP
HGNC:160	NA	ACTL6B	ACTL6
HGNC:16127	NA	ACTL10	C20orf134
HGNC:44626	NA	ACTL11P	ACTBP13
HGNC:24758	NA	ACTMAP	C19orf54
HGNC:20131	NA	ACTN1-DT	C14orf84
HGNC:20131	NA	ACTN1-DT	ACTN1-AS1
HGNC:172	NA	ACVR1B	ACVRLK4
HGNC:173	NA	ACVR2A	ACVR2
HGNC:175	NA	ACVRL1	ACVRLK1
HGNC:1839	NA	ADA2	IDGFL
HGNC:1839	NA	ADA2	CECR1
HGNC:187	NA	ADAM1A	ADAM1
HGNC:212	NA	ADAM5	ADAM5P
HGNC:20102	NA	ADAM20P1	C14orf55
HGNC:19822	NA	ADAM21P1	ADAM21P
HGNC:19706	NA	ADAMTSL4	TSRC1
HGNC:32041	NA	ADAMTSL4-AS1	C1orf138
HGNC:27912	NA	ADAMTSL5	THSD6
HGNC:16486	NA	ADAP1	CENTA1
HGNC:16487	NA	ADAP2	CENTA2
HGNC:23299	NA	ADARB2-AS1	C10orf109
HGNC:23299	NA	ADARB2-AS1	NCRNA00168
HGNC:21172	NA	ADAT2	DEADC1
HGNC:239	NA	ADCY8	ADCY3
HGNC:21212	NA	ADGB	C6orf103
HGNC:13838	NA	ADGRA1	GPR123
HGNC:49543	NA	ADGRA1-AS1	GPR123-AS1
HGNC:17849	NA	ADGRA2	GPR124
HGNC:13839	NA	ADGRA3	GPR125
HGNC:943	NA	ADGRB1	BAI1
HGNC:944	NA	ADGRB2	BAI2
HGNC:945	NA	ADGRB3	BAI3
HGNC:19893	NA	ADGRD1	GPR133
HGNC:18651	NA	ADGRD2	GPR144
HGNC:3336	NA	ADGRE1	TM7LN3
HGNC:3336	NA	ADGRE1	EMR1
HGNC:3337	NA	ADGRE2	EMR2
HGNC:23647	NA	ADGRE3	EMR3
HGNC:19240	NA	ADGRE4P	GPR127
HGNC:19240	NA	ADGRE4P	EMR4
HGNC:19240	NA	ADGRE4P	EMR4P
HGNC:1711	NA	ADGRE5	CD97
HGNC:18990	NA	ADGRF1	GPR110
HGNC:18991	NA	ADGRF2P	GPR111
HGNC:18991	NA	ADGRF2P	ADGRF2
HGNC:18989	NA	ADGRF3	GPR113
HGNC:19011	NA	ADGRF4	GPR115
HGNC:19030	NA	ADGRF5	GPR116
HGNC:32922	NA	ADGRF5P1	GPR116P1
HGNC:32921	NA	ADGRF5P2	GPR116P2
HGNC:4512	NA	ADGRG1	GPR56
HGNC:4516	NA	ADGRG2	GPR64
HGNC:13728	NA	ADGRG3	GPR97
HGNC:18992	NA	ADGRG4	GPR112
HGNC:19010	NA	ADGRG5	GPR114
HGNC:13841	NA	ADGRG6	GPR126
HGNC:19241	NA	ADGRG7	GPR128
HGNC:20973	NA	ADGRL1	LPHN1
HGNC:18582	NA	ADGRL2	LPHH1
HGNC:18582	NA	ADGRL2	LPHN2
HGNC:20974	NA	ADGRL3	LPHN3
HGNC:50604	NA	ADGRL3-AS1	LPHN3-AS1
HGNC:20822	NA	ADGRL4	ELTD1
HGNC:17416	NA	ADGRV1	MASS1
HGNC:17416	NA	ADGRV1	GPR98
HGNC:249	NA	ADH1A	ADH1
HGNC:250	NA	ADH1B	ADH2
HGNC:251	NA	ADH1C	ADH3
HGNC:21377	NA	ADH5P4	ADH5B
HGNC:13633	NA	ADIPOQ	ACDC
HGNC:24043	NA	ADIRF	C10orf116
HGNC:15873	NA	ADISSP	C20orf27
HGNC:27293	NA	ADM5	C19orf76
HGNC:23803	NA	ADNP2	ZNF508
HGNC:23506	NA	ADO	C10orf22
HGNC:263	NA	ADORA2A	ADORA2
HGNC:37122	NA	ADORA2A-AS1	C22orf45
HGNC:265	NA	ADORA2BP1	ADORA2BP
HGNC:30925	NA	ADPRM	C17orf48
HGNC:21304	NA	ADPRS	ADPRHL2
HGNC:281	NA	ADRA2A	ADRA2
HGNC:281	NA	ADRA2A	ADRA2R
HGNC:282	NA	ADRA2B	ADRA2RL1
HGNC:283	NA	ADRA2C	ADRA2L2
HGNC:283	NA	ADRA2C	ADRA2RL2
HGNC:285	NA	ADRB1	ADRB1R
HGNC:286	NA	ADRB2	ADRB2R
HGNC:20093	NA	ADSS1	ADSSL1
HGNC:292	NA	ADSS2	ADSS
HGNC:21214	NA	ADTRP	C6orf105
HGNC:25722	NA	AEN	ISG20L1
HGNC:28141	NA	AFAP1-AS1	AFAP1AS
HGNC:28141	NA	AFAP1-AS1	AFAP1-AS
HGNC:25901	NA	AFAP1L2	KIAA1914
HGNC:7137	NA	AFDN	MLLT4
HGNC:21236	NA	AFDN-DT	C6orf124
HGNC:21236	NA	AFDN-DT	MLLT4-AS1
HGNC:21236	NA	AFDN-DT	AFDN-AS1
HGNC:7135	NA	AFF1	MLLT2
HGNC:3776	NA	AFF2	FMR2
HGNC:6473	NA	AFF3	LAF4
HGNC:16411	NA	AFG1L	LACE1
HGNC:18119	NA	AFG2A	SPATA5
HGNC:28762	NA	AFG2B	SPATA5L1
HGNC:314	NA	AFG3L1P	AFG3L1
HGNC:24169	NA	AFG3L2P1	AFG3L2P
HGNC:16922	NA	AGAP1	CENTG2
HGNC:16921	NA	AGAP2	CENTG1
HGNC:16923	NA	AGAP3	CENTG3
HGNC:23459	NA	AGAP4	CTGLF1
HGNC:23459	NA	AGAP4	CTGLF5
HGNC:23467	NA	AGAP5	CTGLF2
HGNC:23466	NA	AGAP6	CTGLF3
HGNC:23465	NA	AGAP7P	CTGLF4
HGNC:23465	NA	AGAP7P	AGAP7
HGNC:23463	NA	AGAP9	CTGLF6
HGNC:23659	NA	AGAP10P	CTGLF7
HGNC:23659	NA	AGAP10P	CTGLF10P
HGNC:23661	NA	AGAP12P	CTGLF12P
HGNC:23499	NA	AGAP13P	CTGLF9P
HGNC:23660	NA	AGAP14P	CTGLF11P
HGNC:23660	NA	AGAP14P	AGAP14
HGNC:5175	NA	AGFG1	HRB
HGNC:5177	NA	AGFG2	HRBL
HGNC:21869	NA	AGK	MULK
HGNC:33784	NA	AGMO	TMEM195
HGNC:3262	NA	AGO1	EIF2C1
HGNC:3263	NA	AGO2	EIF2C2
HGNC:18421	NA	AGO3	EIF2C3
HGNC:18424	NA	AGO4	EIF2C4
HGNC:20988	NA	AGPAT4-IT1	C6orf59
HGNC:20988	NA	AGPAT4-IT1	NCRNA00241
HGNC:329	NA	AGRN	AGRIN
HGNC:24620	NA	AHCTF1P1	AHCTF1P
HGNC:32526	NA	AHI1-DT	C6orf217
HGNC:32526	NA	AHI1-DT	NCRNA00271
HGNC:32526	NA	AHI1-DT	LINC00271
HGNC:20125	NA	AHNAK2	C14orf78
HGNC:346	NA	AHRR	AHH
HGNC:346	NA	AHRR	AHHR
HGNC:1189	NA	AHSA1	C14orf3
HGNC:20437	NA	AHSA2P	AHSA2
HGNC:18075	NA	AHSP	ERAF
HGNC:25761	NA	AIDA	C1orf80
HGNC:28904	NA	AIF1L	C9orf58
HGNC:8768	NA	AIFM1	PDCD8
HGNC:21411	NA	AIFM2	AMID
HGNC:10648	NA	AIMP1	SCYE1
HGNC:16543	NA	AIMP1P1	SCYE1P
HGNC:26039	NA	AIRIM	C1orf109
HGNC:37284	NA	AJM1	C9orf172
HGNC:20250	NA	AJUBA	JUB
HGNC:17376	NA	AK3	AK3L1
HGNC:363	NA	AK4	AK3
HGNC:363	NA	AK4	AK3L1
HGNC:364	NA	AK4P1	AK3P1
HGNC:21596	NA	AK4P3	AK3L2
HGNC:26526	NA	AK8	C9orf98
HGNC:33814	NA	AK9	C6orf199
HGNC:33814	NA	AK9	AKD1
HGNC:28285	NA	AKAIN1	C18orf42
HGNC:18783	NA	AKAP17A	CXYorf3
HGNC:18783	NA	AKAP17A	SFRS17A
HGNC:38514	NA	AKAP17BP	AKAP16B
HGNC:38514	NA	AKAP17BP	AKAP16BP
HGNC:1170	NA	AKIP1	C11orf17
HGNC:25744	NA	AKIRIN1	C1orf108
HGNC:21407	NA	AKIRIN2	C6orf166
HGNC:28398	NA	AKNAD1	C1orf62
HGNC:420	NA	AKR1B1P1	ALDRL1
HGNC:425	NA	AKR1B1P2	ALDRP
HGNC:422	NA	AKR1B1P3	ALDRL3
HGNC:423	NA	AKR1B1P4	ALDRL4
HGNC:20002	NA	AKR1B1P5	AKR1B1P
HGNC:23469	NA	AKR1C8	AKR1CL1
HGNC:23469	NA	AKR1C8	AKR1C8P
HGNC:11288	NA	AKR1D1P1	SRD5BP1
HGNC:11288	NA	AKR1D1P1	AKR1D1P
HGNC:23437	NA	AKR1E2	AKRDC1
HGNC:23437	NA	AKR1E2	AKR1CL2
HGNC:16710	NA	AKTIP	FTS
HGNC:396	NA	ALAS1	ALAS
HGNC:402	NA	ALDH1A1	ALDH1
HGNC:409	NA	ALDH1A3	ALDH6
HGNC:407	NA	ALDH1B1	ALDH5
HGNC:3978	NA	ALDH1L1	FTHFD
HGNC:405	NA	ALDH3A1	ALDH3
HGNC:403	NA	ALDH3A2	ALDH10
HGNC:410	NA	ALDH3B1	ALDH7
HGNC:411	NA	ALDH3B2	ALDH8
HGNC:406	NA	ALDH4A1	ALDH4
HGNC:7179	NA	ALDH6A1	MMSDH
HGNC:877	NA	ALDH7A1	ATQ1
HGNC:878	NA	ALDH7A1P1	ATQL1
HGNC:879	NA	ALDH7A1P2	ATQL2
HGNC:880	NA	ALDH7A1P3	ATQL3
HGNC:881	NA	ALDH7A1P4	ATQL4
HGNC:412	NA	ALDH9A1	ALDH7
HGNC:412	NA	ALDH9A1	ALDH4
HGNC:412	NA	ALDH9A1	ALDH9
HGNC:9722	NA	ALDH18A1	PYCS
HGNC:33721	NA	ALG1L1P	ALG1L
HGNC:15672	NA	ALG9	DIBD1
HGNC:30881	NA	ALG13	GLT28D1
HGNC:33775	NA	ALKAL1	FAM150A
HGNC:27683	NA	ALKAL2	FAM150B
HGNC:17911	NA	ALKBH1	ALKBH
HGNC:25996	NA	ALKBH5	OFOXD1
HGNC:21306	NA	ALKBH7	SPATA11
HGNC:29586	NA	ALMS1P1	ALMS1L
HGNC:29586	NA	ALMS1P1	ALMS1P
HGNC:431	NA	ALOX12P1	ALOX12P
HGNC:13742	NA	ALOX15P1	ALOX15P
HGNC:441	NA	ALPG	ALPPL2
HGNC:1494	NA	ALX1	CART1
HGNC:19071	NA	ALYREF	THOC4
HGNC:453	NA	AMBP	ITIL
HGNC:460	NA	AMD1P2	AMD
HGNC:460	NA	AMD1P2	AMDP1
HGNC:461	NA	AMELX	AMG
HGNC:462	NA	AMELY	AMGL
HGNC:26837	NA	AMER1	FAM123B
HGNC:26360	NA	AMER2	FAM123A
HGNC:26771	NA	AMER3	FAM123C
HGNC:474	NA	AMY1A	AMY1
HGNC:475	NA	AMY1B	AMY1
HGNC:476	NA	AMY1C	AMY1
HGNC:477	NA	AMY2A	AMY2
HGNC:478	NA	AMY2B	AMY2
HGNC:479	NA	AMYP1	AMY2P
HGNC:33976	NA	ANAPC10P1	ANAPC10P
HGNC:24531	NA	ANAPC15	C11orf51
HGNC:26976	NA	ANAPC16	C10orf104
HGNC:19961	NA	ANGEL1	KIAA0759
HGNC:24933	NA	ANGPTL8	C19orf80
HGNC:492	NA	ANK1	ANK
HGNC:15803	NA	ANKEF1	ANKRD5
HGNC:26812	NA	ANKLE1	ANKRD41
HGNC:29101	NA	ANKLE2	KIAA0692
HGNC:21268	NA	ANKRD13A	ANKRD13
HGNC:4906	NA	ANKRD13C-DT	HHLA3
HGNC:22567	NA	ANKRD19P	ANKRD19
HGNC:23665	NA	ANKRD20A1	ANKRD20A
HGNC:31979	NA	ANKRD20A2P	ANKRD20A2
HGNC:31981	NA	ANKRD20A3P	ANKRD20A3
HGNC:31982	NA	ANKRD20A4P	ANKRD20A4
HGNC:33833	NA	ANKRD20A5P	ANKRD20A5
HGNC:23666	NA	ANKRD20A8P	ANKRD20B
HGNC:39707	NA	ANKRD20A10P	ANKRD20A4P1
HGNC:23756	NA	ANKRD20A18P	C21orf126
HGNC:32319	NA	ANKRD20A20P	CCDC29
HGNC:35167	NA	ANKRD30BL	NCRNA00164
HGNC:35167	NA	ANKRD30BL	ANKRD30BP3
HGNC:19722	NA	ANKRD30BP1	C21orf110
HGNC:19722	NA	ANKRD30BP1	ANKRD30BP
HGNC:16620	NA	ANKRD30BP2	C21orf99
HGNC:13788	NA	ANKRD33	C12orf7
HGNC:27639	NA	ANKRD34A	ANKRD34
HGNC:29333	NA	ANKRD36B	KIAA1641
HGNC:28169	NA	ANKRD36BP1	ANKRD26L1
HGNC:28169	NA	ANKRD36BP1	ANKRD36BL1
HGNC:26080	NA	ANKRD40CL	C17orf73
HGNC:26080	NA	ANKRD40CL	LINC00483
HGNC:16217	NA	ANKRD60	C20orf86
HGNC:20961	NA	ANKS1A	ANKS1
HGNC:26724	NA	ANKS6	SAMD6
HGNC:29642	NA	ANKUB1	C3orf16
HGNC:21625	NA	ANO1	ORAOV2
HGNC:21625	NA	ANO1	TMEM16A
HGNC:1183	NA	ANO2	C12orf3
HGNC:1183	NA	ANO2	TMEM16B
HGNC:14004	NA	ANO3	C11orf25
HGNC:14004	NA	ANO3	TMEM16C
HGNC:23837	NA	ANO4	TMEM16D
HGNC:27337	NA	ANO5	TMEM16E
HGNC:25240	NA	ANO6	TMEM16F
HGNC:31677	NA	ANO7	TMEM16G
HGNC:32248	NA	ANO7L1	TMEM16M
HGNC:32248	NA	ANO7L1	C1orf224
HGNC:32248	NA	ANO7L1	ANO7P1
HGNC:29329	NA	ANO8	KIAA1623
HGNC:29329	NA	ANO8	TMEM16H
HGNC:20679	NA	ANO9	TP53I5
HGNC:20679	NA	ANO9	TMEM16J
HGNC:25519	NA	ANO10	TMEM16K
HGNC:6211	NA	ANOS1	KAL
HGNC:6211	NA	ANOS1	KAL1
HGNC:6214	NA	ANOS2P	KALP
HGNC:13233	NA	ANP32A	C15orf1
HGNC:25672	NA	ANP32A-IT1	C15orf28
HGNC:25672	NA	ANP32A-IT1	NCRNA00321
HGNC:16675	NA	ANP32CP	ANP32C
HGNC:14152	NA	ANTKMT	C16orf24
HGNC:14152	NA	ANTKMT	FAM173A
HGNC:33463	NA	ANXA2R	C5orf39
HGNC:80	NA	AOC1	ABP1
HGNC:80	NA	AOC1	ABP
HGNC:1361	NA	AOPEP	C9orf3
HGNC:18450	NA	AOX2P	AOX2
HGNC:28808	NA	AP1AR	C4orf16
HGNC:297	NA	AP1B1P1	ADTB1L1
HGNC:298	NA	AP1B1P2	ADTB1L2
HGNC:560	NA	AP1S2	PGS
HGNC:2013	NA	AP3S1	CLAPS3
HGNC:20192	NA	AP5M1	C14orf108
HGNC:20192	NA	AP5M1	MUDENG
HGNC:15875	NA	AP5S1	C20orf29
HGNC:22197	NA	AP5Z1	KIAA0415
HGNC:578	NA	APBA1	MINT1
HGNC:579	NA	APBA2	X11L
HGNC:579	NA	APBA2	MINT2
HGNC:27152	NA	APCDD1L-DT	APCDD1L-AS1
HGNC:586	NA	APEH	D3F15S2
HGNC:586	NA	APEH	DNF15S2
HGNC:586	NA	APEH	D3S48E
HGNC:587	NA	APEX1	APEX
HGNC:595	NA	API5P1	API5L1
HGNC:28724	NA	APLF	C2orf13
HGNC:339	NA	APLNR	AGTRL1
HGNC:13238	NA	APMAP	C20orf3
HGNC:32152	NA	APOBEC4	C1orf169
HGNC:616	NA	APOH	B2G1
HGNC:618	NA	APOL1	APOL
HGNC:28727	NA	APOO	FAM121B
HGNC:24009	NA	APOOL	CXorf33
HGNC:24009	NA	APOOL	FAM121A
HGNC:56009	NA	APPAT	LINC02969
HGNC:24082	NA	APRG1	C3orf35
HGNC:44173	NA	APTR	RSBN1L-AS1
HGNC:26399	NA	AQP4-AS1	C18orf16
HGNC:26399	NA	AQP4-AS1	CHST9-AS1
HGNC:19941	NA	AQP12A	AQP12
HGNC:6096	NA	AQP12B	INSSA3
HGNC:646	NA	ARAF	ARAF1
HGNC:647	NA	ARAFP2	ARAF2
HGNC:647	NA	ARAFP2	ARAFPS
HGNC:647	NA	ARAFP2	ARAF2P
HGNC:35474	NA	ARAFP3	ARAF3P
HGNC:16925	NA	ARAP1	CENTD2
HGNC:16924	NA	ARAP2	CENTD1
HGNC:24097	NA	ARAP3	CENTD3
HGNC:20363	NA	AREL1	KIAA0317
HGNC:657	NA	ARF4P1	ARF4P
HGNC:15852	NA	ARFGAP1	ARF1GAP
HGNC:13504	NA	ARFGAP2	ZNF289
HGNC:661	NA	ARFGAP3	ARFGAP1
HGNC:21213	NA	ARFGEF3	KIAA1244
HGNC:20279	NA	ARHGAP5-AS1	C14orf128
HGNC:19921	NA	ARHGAP16P	ARHGAP15P
HGNC:23085	NA	ARHGAP33	SNX26
HGNC:4591	NA	ARHGAP35	GRLF1
HGNC:16226	NA	ARHGAP40	C20orf95
HGNC:19327	NA	ARHGAP42P3	OPHN1P1
HGNC:17102	NA	ARHGAP45	HMHA1
HGNC:33846	NA	ARHGEF35	ARHGEF5L
HGNC:25909	NA	ARHGEF39	C9orf100
HGNC:11110	NA	ARID1A	SMARCF1
HGNC:3031	NA	ARID3A	DRIL1
HGNC:9885	NA	ARID4A	RBBP1
HGNC:15550	NA	ARID4B	RBP1L1
HGNC:34425	NA	ARIH2OS	C3orf71
HGNC:31732	NA	ARIH2P1	ARIH2P
HGNC:31696	NA	ARK2C	RNF165
HGNC:28172	NA	ARK2N	C18orf25
HGNC:31036	NA	ARL2BPP2	ARL2BPL
HGNC:695	NA	ARL4A	ARL4
HGNC:17741	NA	ARL4AP1	ARL4B
HGNC:17741	NA	ARL4AP1	ARL4P
HGNC:32379	NA	ARL4AP2	ARL4P2
HGNC:698	NA	ARL4C	ARL7
HGNC:656	NA	ARL4D	ARF4L
HGNC:696	NA	ARL5A	ARL5
HGNC:23052	NA	ARL5B	ARL8
HGNC:31111	NA	ARL5C	ARL12
HGNC:697	NA	ARL6IP1	ARL6IP
HGNC:23178	NA	ARL6IP1P1	ARL6IPP1
HGNC:25192	NA	ARL8A	ARL10B
HGNC:25564	NA	ARL8B	ARL10C
HGNC:22042	NA	ARL10	ARL10A
HGNC:31709	NA	ARL13A	ARL13
HGNC:25419	NA	ARL13B	ARL2L1
HGNC:22974	NA	ARL14	ARF7
HGNC:26798	NA	ARL14EP	C11orf46
HGNC:25945	NA	ARL15	ARFRP2
HGNC:24096	NA	ARL17A	ARF1P2
HGNC:24096	NA	ARL17A	ARL17P1
HGNC:32387	NA	ARL17B	ARL17
HGNC:53032	NA	ARLNC1	LINC02170
HGNC:21099	NA	ARMC12	C6orf81
HGNC:34345	NA	ARMH1	NCRNA00082
HGNC:34345	NA	ARMH1	C1orf228
HGNC:49394	NA	ARMH2	C6orf229
HGNC:25788	NA	ARMH3	C10orf76
HGNC:19846	NA	ARMH4	C14orf37
HGNC:17872	NA	ARMT1	C6orf211
HGNC:16092	NA	ARPC3P1	ARPC3B
HGNC:28782	NA	ARPIN	C15orf38
HGNC:38824	NA	ARPIN-AP3S2	C15orf38-AP3S2
HGNC:712	NA	ARRB2	ARR2
HGNC:23395	NA	ARRDC1-AS1	C9orf37
HGNC:716	NA	ARSC2	ARSC
HGNC:718	NA	ARSDP1	ARSDP
HGNC:722	NA	ARSFP1	ARSFP
HGNC:719	NA	ARSL	CDPX
HGNC:719	NA	ARSL	ARSE
HGNC:720	NA	ARSLP1	ARSEP
HGNC:720	NA	ARSLP1	ARSEP1
HGNC:724	NA	ART2P	RT6
HGNC:18060	NA	ARX	MRXS1
HGNC:735	NA	ASAH1	ASAH
HGNC:2720	NA	ASAP1	DDEF1
HGNC:24998	NA	ASAP1-IT1	DDEF1IT1
HGNC:2721	NA	ASAP2	DDEF2
HGNC:14987	NA	ASAP3	DDEFL1
HGNC:25442	NA	ASB16-AS1	C17orf65
HGNC:18697	NA	ASCC3	HELIC1
HGNC:744	NA	ASH2L	ASH2L1
HGNC:100	NA	ASIC1	ACCN2
HGNC:99	NA	ASIC2	ACCN1
HGNC:101	NA	ASIC3	ACCN3
HGNC:21263	NA	ASIC4	ACCN4
HGNC:17537	NA	ASIC5	ACCN5
HGNC:747	NA	ASLP1	ASLL
HGNC:53135	NA	ASMER1	LINC02246
HGNC:25811	NA	ASMTL-AS1	CXYorf2
HGNC:25811	NA	ASMTL-AS1	NCRNA00105
HGNC:25811	NA	ASMTL-AS1	ASMTLAS
HGNC:25811	NA	ASMTL-AS1	ASMTL-AS
HGNC:754	NA	ASNSP1	ASNSL1
HGNC:755	NA	ASNSP2	ASNSL2
HGNC:20123	NA	ASPG	C14orf76
HGNC:758	NA	ASS1	ASS
HGNC:759	NA	ASS1P1	ASSP1
HGNC:765	NA	ASS1P2	ASSP2
HGNC:766	NA	ASS1P3	ASSP3
HGNC:767	NA	ASS1P4	ASSP4
HGNC:768	NA	ASS1P5	ASSP5
HGNC:769	NA	ASS1P6	ASSP6
HGNC:770	NA	ASS1P7	ASSP7
HGNC:771	NA	ASS1P8	ASSP8
HGNC:772	NA	ASS1P9	ASSP9
HGNC:760	NA	ASS1P10	ASSP10
HGNC:761	NA	ASS1P11	ASSP11
HGNC:762	NA	ASS1P12	ASSP12
HGNC:763	NA	ASS1P13	ASSP13
HGNC:764	NA	ASS1P14	ASSP14
HGNC:773	NA	ASTN1	ASTN
HGNC:29357	NA	ASXL3	KIAA1713
HGNC:1350	NA	ASZ1	C7orf7
HGNC:25752	NA	ATAD5	C17orf41
HGNC:21186	NA	ATAT1	C6orf134
HGNC:49496	NA	ATE1OSP	ATE1-AS1
HGNC:789	NA	ATF4P1	TXREBP
HGNC:789	NA	ATF4P1	ATF4P
HGNC:788	NA	ATF4P3	ATF4C
HGNC:787	NA	ATF4P4	ATF4B
HGNC:2349	NA	ATF6B	CREBL1
HGNC:20187	NA	ATG2B	C14orf103
HGNC:20962	NA	ATG3	APG3L
HGNC:31123	NA	ATG3P1	ATG3P
HGNC:16489	NA	ATG4A	AUTL2
HGNC:16489	NA	ATG4A	APG4A
HGNC:20790	NA	ATG4B	APG4B
HGNC:16040	NA	ATG4C	AUTL1
HGNC:16040	NA	ATG4C	APG4C
HGNC:20789	NA	ATG4D	AUTL4
