primary_hgnc_id	secondary_hgnc_id	primary_symbol	secondary_symbol
Entry Withdrawn	HGNC:35457	Entry Withdrawn	OTSC9
HGNC:32398	HGNC:35637	RPL7AP9	RPL7AP59
HGNC:10331	HGNC:36054	RPL29	RPL29P10
HGNC:35603	HGNC:36182	RPL22P11	RPL22P15
HGNC:10350	HGNC:36204	RPL39	RPL39P42
HGNC:10346	HGNC:36277	RPL36AL	RPL36AP42
HGNC:36045	HGNC:36294	RPL35AP23	RPL35AP25
HGNC:32433	HGNC:37014	RPL7AP10	RPL7AP68
Entry Withdrawn	HGNC:37047	Entry Withdrawn	MYP17
Entry Withdrawn	HGNC:37048	Entry Withdrawn	MYP18
HGNC:29501	HGNC:37050	GPSM2	DFNB82
Entry Withdrawn	HGNC:37051	Entry Withdrawn	DFNB83
HGNC:9679	HGNC:37052	PTPRQ	DFNB84
Entry Withdrawn	HGNC:37053	Entry Withdrawn	DFNB85
Entry Withdrawn	HGNC:37055	Entry Withdrawn	HPP1
Entry Withdrawn	HGNC:37056	Entry Withdrawn	L1RE4
Entry Withdrawn	HGNC:37062	Entry Withdrawn	MIR1974
Entry Withdrawn	HGNC:37063	Entry Withdrawn	MIR1975
Entry Withdrawn	HGNC:37065	Entry Withdrawn	MIR1977
Entry Withdrawn	HGNC:37066	Entry Withdrawn	MIR1978
Entry Withdrawn	HGNC:37067	Entry Withdrawn	MIR1979
HGNC:37073	HGNC:37072	CASTOR2	GATSL1
HGNC:31997	HGNC:37075	NBPF17P	NBPF23P
Entry Withdrawn	HGNC:37076	Entry Withdrawn	DFNA61
Entry Withdrawn	HGNC:37077	Entry Withdrawn	DFNA62
HGNC:18986	HGNC:37080	GBA2	SPG46
Entry Withdrawn	HGNC:37092	Entry Withdrawn	RP35
HGNC:18915	HGNC:37139	KRTAP9-7	KRTAP9L1
HGNC:18914	HGNC:37140	KRTAP9-6	KRTAP9L2
HGNC:18912	HGNC:37141	KRTAP9-1	KRTAP9L3
Entry Withdrawn	HGNC:37158	Entry Withdrawn	FCMTE1
Entry Withdrawn	HGNC:37159	Entry Withdrawn	FCMTE2
Entry Withdrawn	HGNC:37160	Entry Withdrawn	FCMTE3
HGNC:30500	HGNC:37199	PRRT2	DYT10
Entry Withdrawn	HGNC:37224	Entry Withdrawn	C14orf184
Entry Withdrawn	HGNC:37251	Entry Withdrawn	C2orf90
HGNC:29203	HGNC:37289	TBC1D24	DFNB86
Entry Withdrawn	HGNC:37290	Entry Withdrawn	DFNB87
HGNC:26158	HGNC:37291	ELMOD3	DFNB88
HGNC:37369	HGNC:37370	VN1R49P	VN1R50P
Entry Withdrawn	HGNC:37450	Entry Withdrawn	PARK16
Entry Withdrawn	HGNC:37475	Entry Withdrawn	SCA32
HGNC:37500	HGNC:37499	RNVU1-7	RNVU1-9
HGNC:14415	HGNC:37503	ELOVL4	SCA34
HGNC:6215	HGNC:37648	KARS1	DFNB89
Entry Withdrawn	HGNC:37649	Entry Withdrawn	DFNB90
HGNC:24579	HGNC:37650	CIB2	USH1J
HGNC:572	HGNC:37654	AP4B1	SPG47
HGNC:827	HGNC:37664	ATP5F1AP1	ATP5A1P6
HGNC:37665	HGNC:37667	ATP5F1AP7	ATP5A1P9
HGNC:37440	HGNC:37669	UBE2Q2P2	UBE2Q2P3
HGNC:8950	HGNC:37674	SERPINB6	DFNB91
Entry Withdrawn	HGNC:37734	Entry Withdrawn	GINGF4
Entry Withdrawn	HGNC:37735	Entry Withdrawn	FGS5
HGNC:7083	HGNC:37738	CD99P1	CXYorf12
Entry Withdrawn	HGNC:37770	Entry Withdrawn	DFNB92
HGNC:23875	HGNC:37910	OFD1P3Y	OFD1P19Y
Entry Withdrawn	HGNC:37996	Entry Withdrawn	FAM201CP
Entry Withdrawn	HGNC:38000	Entry Withdrawn	FAM202B
Entry Withdrawn	HGNC:38001	Entry Withdrawn	NCRNA00270
HGNC:31341	HGNC:38048	UQCRHP1	UQCRHP5
HGNC:1385	HGNC:38050	CABP2	DFNB93
HGNC:38078	HGNC:38080	USP9YP6	CDY24P
Entry Withdrawn	HGNC:38095	Entry Withdrawn	FAM202A
Entry Withdrawn	HGNC:38112	Entry Withdrawn	RP52
HGNC:23958	HGNC:38114	GOLGA6L11P	GOLGA6L15P
Entry Withdrawn	HGNC:38177	Entry Withdrawn	MIR3172
Entry Withdrawn	HGNC:38210	Entry Withdrawn	MIR3118-6
HGNC:38275	HGNC:38240	MIR3130-1	MIR3130-3
HGNC:38363	HGNC:38344	MIR3130-2	MIR3130-4
Entry Withdrawn	HGNC:38351	Entry Withdrawn	MIR3118-5
Entry Withdrawn	HGNC:38375	Entry Withdrawn	MIR1273D
HGNC:35338	HGNC:38387	MIR1270	MIR1270-2
HGNC:34018	HGNC:38417	PRYP1	PRYP7
Entry Withdrawn	HGNC:38505	Entry Withdrawn	LGMD1H
HGNC:28394	HGNC:38511	ABHD17AP1	FAM108A11P
Entry Withdrawn	HGNC:38512	Entry Withdrawn	OTSC10
HGNC:38160	HGNC:38525	ELOCP24	TCEB1P25
Entry Withdrawn	HGNC:38529	Entry Withdrawn	LINC00266-2P
Entry Withdrawn	HGNC:38532	Entry Withdrawn	FAM202C
Entry Withdrawn	HGNC:38533	Entry Withdrawn	NCRNA00270B
Entry Withdrawn	HGNC:38543	Entry Withdrawn	LINC00268
HGNC:26274	HGNC:38544	NARS2	DFNB94
Entry Withdrawn	HGNC:38548	Entry Withdrawn	LINC00273-2P
HGNC:38111	HGNC:38611	CSPG4P3Y	CSPG4P6Y
HGNC:38535	HGNC:38612	CSPG4P4Y	CSPG4P7Y
HGNC:51709	HGNC:38800	SEPTIN14P23	LINC00266-4P
Entry Withdrawn	HGNC:38809	Entry Withdrawn	LINC00283
Entry Withdrawn	HGNC:38878	Entry Withdrawn	DFNA63
Entry Withdrawn	HGNC:38889	Entry Withdrawn	MIR3656
HGNC:50420	HGNC:38900	SNORD138	MIR3607
HGNC:33579	HGNC:38903	SNORD111B	MIR3647
Entry Withdrawn	HGNC:38908	Entry Withdrawn	MIR3673
Entry Withdrawn	HGNC:38927	Entry Withdrawn	MIR3676
Entry Withdrawn	HGNC:38946	Entry Withdrawn	MIR3687-1
Entry Withdrawn	HGNC:38968	Entry Withdrawn	MIR3669
Entry Withdrawn	HGNC:38971	Entry Withdrawn	MIR3653
HGNC:17893	HGNC:39145	PGAP2	MRT17
HGNC:25994	HGNC:39146	NSUN2	MRT5
Entry Withdrawn	HGNC:39147	Entry Withdrawn	MRT8
Entry Withdrawn	HGNC:39148	Entry Withdrawn	MRT9
Entry Withdrawn	HGNC:39149	Entry Withdrawn	MRT10
Entry Withdrawn	HGNC:39150	Entry Withdrawn	MRT11
HGNC:10866	HGNC:39151	ST3GAL3	MRT12
HGNC:2372	HGNC:39152	MED23	MRT18
Entry Withdrawn	HGNC:39153	Entry Withdrawn	MRT19
Entry Withdrawn	HGNC:39154	Entry Withdrawn	MRT20
HGNC:17893	HGNC:39155	PGAP2	MRT21
HGNC:30242	HGNC:39156	TUSC3	MRT22
Entry Withdrawn	HGNC:39157	Entry Withdrawn	MRT23
Entry Withdrawn	HGNC:39158	Entry Withdrawn	MRT24
Entry Withdrawn	HGNC:39159	Entry Withdrawn	MRT25
Entry Withdrawn	HGNC:39160	Entry Withdrawn	MRT26
HGNC:30922	HGNC:39161	LINS1	MRT27
Entry Withdrawn	HGNC:39162	Entry Withdrawn	MRT28
Entry Withdrawn	HGNC:39276	Entry Withdrawn	C13orf41
Entry Withdrawn	HGNC:39436	Entry Withdrawn	DYT21
Entry Withdrawn	HGNC:39437	Entry Withdrawn	DFNB96
Entry Withdrawn	HGNC:39512	Entry Withdrawn	DYT22
HGNC:39529	HGNC:39530	CNN2P4	CNN2P5
HGNC:32462	HGNC:39555	ZNF726	ZNF92P3
HGNC:39613	HGNC:39614	SNX18P5	SNX18P6
Entry Withdrawn	HGNC:39685	Entry Withdrawn	UBAC2-IT1
HGNC:39704	HGNC:39701	RBM22P11	RBM22P8
HGNC:39700	HGNC:39702	RBM22P7	RBM22P9
HGNC:39699	HGNC:39703	RBM22P6	RBM22P10
Entry Withdrawn	HGNC:39730	Entry Withdrawn	FILIP1LP1
Entry Withdrawn	HGNC:39750	Entry Withdrawn	OPA8
Entry Withdrawn	HGNC:39810	Entry Withdrawn	FARP1-IT1
Entry Withdrawn	HGNC:39817	Entry Withdrawn	LINC00481
Entry Withdrawn	HGNC:39885	Entry Withdrawn	LMO7-IT1
Entry Withdrawn	HGNC:39888	Entry Withdrawn	DCUN1D2-AS1
Entry Withdrawn	HGNC:39892	Entry Withdrawn	CLYBL-IT1
Entry Withdrawn	HGNC:39899	Entry Withdrawn	ZDHHC20-AS1
Entry Withdrawn	HGNC:39908	Entry Withdrawn	NBEA-AS1
Entry Withdrawn	HGNC:39911	Entry Withdrawn	ZMYM5-AS1
Entry Withdrawn	HGNC:39934	Entry Withdrawn	UGGT2-IT1
Entry Withdrawn	HGNC:39936	Entry Withdrawn	ZMYM2-IT1
Entry Withdrawn	HGNC:39939	Entry Withdrawn	AKAP11-IT1
Entry Withdrawn	HGNC:39992	Entry Withdrawn	STARD10-AS1
Entry Withdrawn	HGNC:40012	Entry Withdrawn	ABHD11-AS2
HGNC:10397	HGNC:40029	RPS17	RPS17L
Entry Withdrawn	HGNC:40115	Entry Withdrawn	CA5B-AS1
Entry Withdrawn	HGNC:40184	Entry Withdrawn	DMD-AS2
Entry Withdrawn	HGNC:40322	Entry Withdrawn	KCNQ5-AS2
HGNC:40370	HGNC:40371	MEIS1-AS2	MEIS1-AS1
Entry Withdrawn	HGNC:40611	Entry Withdrawn	VNN2-AS1
Entry Withdrawn	HGNC:40838	Entry Withdrawn	NICN1-AS1
Entry Withdrawn	HGNC:40872	Entry Withdrawn	STARD13-AS1
Entry Withdrawn	HGNC:40874	Entry Withdrawn	TBC1D4-AS1
Entry Withdrawn	HGNC:40915	Entry Withdrawn	PSPC1-AS1
Entry Withdrawn	HGNC:40922	Entry Withdrawn	WDFY2-AS1
Entry Withdrawn	HGNC:41084	Entry Withdrawn	SMIM12-AS1
HGNC:9032	HGNC:41141	PLA2G2C	UBXN10-AS1
HGNC:1103	HGNC:41311	BRD2	BRD2-IT1
HGNC:1390	HGNC:41313	CACNA1C	CACNA1C-IT2
Entry Withdrawn	HGNC:41319	Entry Withdrawn	LYST-IT1
Entry Withdrawn	HGNC:41321	Entry Withdrawn	CLTC-IT1
HGNC:3350	HGNC:41331	ENO1	ENO1-IT1
Entry Withdrawn	HGNC:41332	Entry Withdrawn	EYA3-IT1
Entry Withdrawn	HGNC:41344	Entry Withdrawn	HTR2C-IT1
Entry Withdrawn	HGNC:41345	Entry Withdrawn	HTR4-IT1
Entry Withdrawn	HGNC:41356	Entry Withdrawn	KPNA3-IT1
Entry Withdrawn	HGNC:41372	Entry Withdrawn	PROX1-IT1
HGNC:14598	HGNC:41402	IMMP2L	IMMP2L-IT1
Entry Withdrawn	HGNC:41407	Entry Withdrawn	ARID4B-IT1
Entry Withdrawn	HGNC:41411	Entry Withdrawn	OBSCN-IT2
Entry Withdrawn	HGNC:41413	Entry Withdrawn	ULK4-IT1
Entry Withdrawn	HGNC:41434	Entry Withdrawn	ZNF638-IT1
Entry Withdrawn	HGNC:41435	Entry Withdrawn	NTM-IT1
Entry Withdrawn	HGNC:41436	Entry Withdrawn	NTM-IT2
Entry Withdrawn	HGNC:41441	Entry Withdrawn	ERRFI1-IT1
Entry Withdrawn	HGNC:41454	Entry Withdrawn	SRGAP2-IT1
Entry Withdrawn	HGNC:41495	Entry Withdrawn	SIK3-IT1
Entry Withdrawn	HGNC:41506	Entry Withdrawn	ANKRD33B-IT1
Entry Withdrawn	HGNC:41535	Entry Withdrawn	MIR4417
Entry Withdrawn	HGNC:41551	Entry Withdrawn	MIR4459
Entry Withdrawn	HGNC:41577	Entry Withdrawn	MIR4792
Entry Withdrawn	HGNC:41611	Entry Withdrawn	MIR5096
Entry Withdrawn	HGNC:41656	Entry Withdrawn	MIR4461
Entry Withdrawn	HGNC:41684	Entry Withdrawn	MIR1273G
Entry Withdrawn	HGNC:41724	Entry Withdrawn	MIR4419B
Entry Withdrawn	HGNC:41733	Entry Withdrawn	MIR1273F
Entry Withdrawn	HGNC:41770	Entry Withdrawn	MIR1254-2
Entry Withdrawn	HGNC:41828	Entry Withdrawn	MIR4419A
Entry Withdrawn	HGNC:41849	Entry Withdrawn	MIR5095
Entry Withdrawn	HGNC:41869	Entry Withdrawn	MIR4532
HGNC:28248	HGNC:41914	PNMA6A	PNMA6C
HGNC:26681	HGNC:41924	PNMA6B	PNMA6D
Entry Withdrawn	HGNC:41941	Entry Withdrawn	OBSCN-IT1
Entry Withdrawn	HGNC:41965	Entry Withdrawn	GLC1P
Entry Withdrawn	HGNC:41966	Entry Withdrawn	GLC1Q
Entry Withdrawn	HGNC:42038	Entry Withdrawn	LINC00329
HGNC:42500	HGNC:42501	LINC00343	LINC00344
Entry Withdrawn	HGNC:42541	Entry Withdrawn	RNU6-51P
Entry Withdrawn	HGNC:42608	Entry Withdrawn	RNA5SP32
Entry Withdrawn	HGNC:42629	Entry Withdrawn	DMD-AS1
Entry Withdrawn	HGNC:42675	Entry Withdrawn	LINC00356
Entry Withdrawn	HGNC:42677	Entry Withdrawn	LINC00357
Entry Withdrawn	HGNC:42681	Entry Withdrawn	LINC00361
Entry Withdrawn	HGNC:42694	Entry Withdrawn	LINC00372
Entry Withdrawn	HGNC:42702	Entry Withdrawn	PSPC1-OT1
HGNC:42710	HGNC:42731	LINC00383	LINC00401
Entry Withdrawn	HGNC:42746	Entry Withdrawn	LINC00413
HGNC:39689	HGNC:42747	ANKRD26P3	LINC00414
Entry Withdrawn	HGNC:42751	Entry Withdrawn	LINC00417
Entry Withdrawn	HGNC:42752	Entry Withdrawn	LINC00418
Entry Withdrawn	HGNC:42753	Entry Withdrawn	LINC00419
Entry Withdrawn	HGNC:42754	Entry Withdrawn	LINC00420
HGNC:43672	HGNC:42757	LINC00539	LINC00422
Entry Withdrawn	HGNC:42775	Entry Withdrawn	LINC00438
Entry Withdrawn	HGNC:42776	Entry Withdrawn	LINC00439
HGNC:11448	HGNC:42781	SUCLA2	LINC00444
HGNC:42800	HGNC:42801	LINC00452	LINC00453
Entry Withdrawn	HGNC:42806	Entry Withdrawn	PARP4-AS1
HGNC:19164	HGNC:42814	STARD13	LINC00464
HGNC:42834	HGNC:42835	RNA5SP57	RNA5SP58
Entry Withdrawn	HGNC:42858	Entry Withdrawn	RNA5SP81
HGNC:31115	HGNC:42932	SETP3	SETP13
HGNC:19279	HGNC:42938	SETP1	SETP19
HGNC:42992	HGNC:42990	PFN1P4	PFN1P5
HGNC:42988	HGNC:42993	PFN1P6	PFN1P7
HGNC:43212	HGNC:43213	RNA5SP312	RNA5SP313
HGNC:43211	HGNC:43214	RNA5SP311	RNA5SP314
HGNC:43210	HGNC:43216	RNA5SP310	RNA5SP316
Entry Withdrawn	HGNC:43281	Entry Withdrawn	RNA5SP381
Entry Withdrawn	HGNC:43298	Entry Withdrawn	RNA5SP398
Entry Withdrawn	HGNC:43432	Entry Withdrawn	ITIH2-AS1
Entry Withdrawn	HGNC:43529	Entry Withdrawn	MIR5686
HGNC:50679	HGNC:43556	FAAHP1	LINC00505
Entry Withdrawn	HGNC:43593	Entry Withdrawn	NEGR1-AS1
Entry Withdrawn	HGNC:43631	Entry Withdrawn	HMBOX1-OT1
HGNC:7997	HGNC:43634	NRG1	NRG1-IT2
Entry Withdrawn	HGNC:43724	Entry Withdrawn	USH1K
Entry Withdrawn	HGNC:43726	Entry Withdrawn	SCA37
Entry Withdrawn	HGNC:43841	Entry Withdrawn	ADAM12-OT1
Entry Withdrawn	HGNC:43878	Entry Withdrawn	RBM12B-AS2
HGNC:1268	HGNC:43961	TSPEAR	DFNB98
Entry Withdrawn	HGNC:44139	Entry Withdrawn	OCA5
Entry Withdrawn	HGNC:44306	Entry Withdrawn	LINC00650
HGNC:18021	HGNC:44360	TMC6	TNRC6C-AS1
Entry Withdrawn	HGNC:44475	Entry Withdrawn	UBTFL4
HGNC:20582	HGNC:44625	CYP2U1	SPG56
HGNC:29035	HGNC:44650	PPIP5K2	DFNB100
HGNC:16858	HGNC:44704	USP6NL	USP6NL-IT1
HGNC:23529	HGNC:44882	NSUN6	ARL5B-AS1
HGNC:45001	HGNC:45002	DUSP8P2	DUSP8P4
HGNC:31425	HGNC:45005	SHLD2P1	FAM35EP
HGNC:33423	HGNC:45074	KRT19P2	KRT19P5
Entry Withdrawn	HGNC:45077	Entry Withdrawn	LINC00849
HGNC:17146	HGNC:45126	ARL2BP	RP66
Entry Withdrawn	HGNC:45625	Entry Withdrawn	RNU7-91P
Entry Withdrawn	HGNC:45632	Entry Withdrawn	RNU7-98P
HGNC:34108	HGNC:45634	RNU7-12P	RNU7-100P
Entry Withdrawn	HGNC:45635	Entry Withdrawn	RNU7-101P
Entry Withdrawn	HGNC:45642	Entry Withdrawn	RNU7-108P
Entry Withdrawn	HGNC:45643	Entry Withdrawn	RNU7-109P
HGNC:34132	HGNC:45646	RNU7-36P	RNU7-112P
Entry Withdrawn	HGNC:45648	Entry Withdrawn	RNU7-114P
Entry Withdrawn	HGNC:45651	Entry Withdrawn	RNU7-117P
HGNC:34139	HGNC:45652	RNU7-43P	RNU7-118P
Entry Withdrawn	HGNC:45656	Entry Withdrawn	RNU7-122P
Entry Withdrawn	HGNC:45665	Entry Withdrawn	RNU7-131P
HGNC:34100	HGNC:45666	RNU7-4P	RNU7-132P
HGNC:45659	HGNC:45669	RNU7-125P	RNU7-135P
HGNC:34104	HGNC:45673	RNU7-8P	RNU7-139P
HGNC:34114	HGNC:45676	RNU7-18P	RNU7-142P
Entry Withdrawn	HGNC:45679	Entry Withdrawn	RNU7-145P
Entry Withdrawn	HGNC:45680	Entry Withdrawn	RNU7-146P
Entry Withdrawn	HGNC:45684	Entry Withdrawn	RNU7-150P
Entry Withdrawn	HGNC:45692	Entry Withdrawn	RNU7-158P
Entry Withdrawn	HGNC:45696	Entry Withdrawn	RNU7-162P
HGNC:34178	HGNC:45697	RNU7-82P	RNU7-163P
Entry Withdrawn	HGNC:45700	Entry Withdrawn	RNU7-166P
Entry Withdrawn	HGNC:45702	Entry Withdrawn	RNU7-168P
Entry Withdrawn	HGNC:45711	Entry Withdrawn	RNU7-177P
Entry Withdrawn	HGNC:45712	Entry Withdrawn	RNU7-178P
Entry Withdrawn	HGNC:45718	Entry Withdrawn	RNU7-184P
Entry Withdrawn	HGNC:45723	Entry Withdrawn	RNU7-189P
Entry Withdrawn	HGNC:45725	Entry Withdrawn	RNU7-191P
Entry Withdrawn	HGNC:45732	Entry Withdrawn	RNU7-198P
Entry Withdrawn	HGNC:45733	Entry Withdrawn	RNU7-199P
Entry Withdrawn	HGNC:45765	Entry Withdrawn	RN7SKP41
Entry Withdrawn	HGNC:45808	Entry Withdrawn	RN7SKP84
HGNC:45910	HGNC:45862	RN7SKP186	RN7SKP138
Entry Withdrawn	HGNC:45925	Entry Withdrawn	RN7SKP201
Entry Withdrawn	HGNC:45939	Entry Withdrawn	RN7SKP215
Entry Withdrawn	HGNC:45998	Entry Withdrawn	RN7SKP274
Entry Withdrawn	HGNC:46025	Entry Withdrawn	RN7SL9P
Entry Withdrawn	HGNC:46026	Entry Withdrawn	RN7SL10P
Entry Withdrawn	HGNC:46029	Entry Withdrawn	RN7SL13P
Entry Withdrawn	HGNC:46033	Entry Withdrawn	RN7SL17P
Entry Withdrawn	HGNC:46037	Entry Withdrawn	RN7SL21P
Entry Withdrawn	HGNC:46040	Entry Withdrawn	RN7SL24P
HGNC:10042	HGNC:46043	RN7SL7P	RN7SL27P
Entry Withdrawn	HGNC:46045	Entry Withdrawn	RN7SL29P
Entry Withdrawn	HGNC:46047	Entry Withdrawn	RN7SL31P
Entry Withdrawn	HGNC:46062	Entry Withdrawn	RN7SL46P
Entry Withdrawn	HGNC:46069	Entry Withdrawn	RN7SL53P
Entry Withdrawn	HGNC:46070	Entry Withdrawn	RN7SL54P
Entry Withdrawn	HGNC:46072	Entry Withdrawn	RN7SL56P
Entry Withdrawn	HGNC:46075	Entry Withdrawn	RN7SL59P
Entry Withdrawn	HGNC:46077	Entry Withdrawn	RN7SL61P
Entry Withdrawn	HGNC:46080	Entry Withdrawn	RN7SL64P
Entry Withdrawn	HGNC:46087	Entry Withdrawn	RN7SL71P
Entry Withdrawn	HGNC:46096	Entry Withdrawn	RN7SL80P
Entry Withdrawn	HGNC:46100	Entry Withdrawn	RN7SL84P
Entry Withdrawn	HGNC:46101	Entry Withdrawn	RN7SL85P
Entry Withdrawn	HGNC:46102	Entry Withdrawn	RN7SL86P
Entry Withdrawn	HGNC:46106	Entry Withdrawn	RN7SL90P
Entry Withdrawn	HGNC:46110	Entry Withdrawn	RN7SL94P
Entry Withdrawn	HGNC:46111	Entry Withdrawn	RN7SL95P
Entry Withdrawn	HGNC:46115	Entry Withdrawn	RN7SL99P
Entry Withdrawn	HGNC:46118	Entry Withdrawn	RN7SL102P
Entry Withdrawn	HGNC:46119	Entry Withdrawn	RN7SL103P
Entry Withdrawn	HGNC:46125	Entry Withdrawn	RN7SL109P
Entry Withdrawn	HGNC:46128	Entry Withdrawn	RN7SL112P
Entry Withdrawn	HGNC:46130	Entry Withdrawn	RN7SL114P
Entry Withdrawn	HGNC:46131	Entry Withdrawn	RN7SL115P
Entry Withdrawn	HGNC:46135	Entry Withdrawn	RN7SL119P
Entry Withdrawn	HGNC:46145	Entry Withdrawn	RN7SL129P
Entry Withdrawn	HGNC:46149	Entry Withdrawn	RN7SL133P
Entry Withdrawn	HGNC:46152	Entry Withdrawn	RN7SL136P
Entry Withdrawn	HGNC:46153	Entry Withdrawn	RN7SL137P
Entry Withdrawn	HGNC:46155	Entry Withdrawn	RN7SL139P
Entry Withdrawn	HGNC:46158	Entry Withdrawn	RN7SL142P
Entry Withdrawn	HGNC:46173	Entry Withdrawn	RN7SL157P
Entry Withdrawn	HGNC:46174	Entry Withdrawn	RN7SL158P
Entry Withdrawn	HGNC:46177	Entry Withdrawn	RN7SL161P
Entry Withdrawn	HGNC:46187	Entry Withdrawn	RN7SL171P
Entry Withdrawn	HGNC:46191	Entry Withdrawn	RN7SL175P
Entry Withdrawn	HGNC:46195	Entry Withdrawn	RN7SL179P
Entry Withdrawn	HGNC:46210	Entry Withdrawn	RN7SL194P
Entry Withdrawn	HGNC:46211	Entry Withdrawn	RN7SL195P
Entry Withdrawn	HGNC:46222	Entry Withdrawn	RN7SL206P
Entry Withdrawn	HGNC:46223	Entry Withdrawn	RN7SL207P
Entry Withdrawn	HGNC:46228	Entry Withdrawn	RN7SL212P
Entry Withdrawn	HGNC:46240	Entry Withdrawn	RN7SL224P
Entry Withdrawn	HGNC:46242	Entry Withdrawn	RN7SL226P
Entry Withdrawn	HGNC:46243	Entry Withdrawn	RN7SL227P
Entry Withdrawn	HGNC:46248	Entry Withdrawn	RN7SL232P
Entry Withdrawn	HGNC:46251	Entry Withdrawn	RN7SL235P
Entry Withdrawn	HGNC:46259	Entry Withdrawn	RN7SL243P
Entry Withdrawn	HGNC:46261	Entry Withdrawn	RN7SL245P
Entry Withdrawn	HGNC:46263	Entry Withdrawn	RN7SL247P
HGNC:10040	HGNC:46265	RN7SL5P	RN7SL249P
Entry Withdrawn	HGNC:46272	Entry Withdrawn	RN7SL256P
HGNC:46487	HGNC:46273	RN7SL471P	RN7SL257P
Entry Withdrawn	HGNC:46280	Entry Withdrawn	RN7SL264P
Entry Withdrawn	HGNC:46292	Entry Withdrawn	RN7SL276P
Entry Withdrawn	HGNC:46297	Entry Withdrawn	RN7SL281P
Entry Withdrawn	HGNC:46303	Entry Withdrawn	RN7SL287P
Entry Withdrawn	HGNC:46305	Entry Withdrawn	RN7SL289P
Entry Withdrawn	HGNC:46311	Entry Withdrawn	RN7SL295P
Entry Withdrawn	HGNC:46314	Entry Withdrawn	RN7SL298P
Entry Withdrawn	HGNC:46328	Entry Withdrawn	RN7SL312P
Entry Withdrawn	HGNC:46331	Entry Withdrawn	RN7SL315P
Entry Withdrawn	HGNC:46340	Entry Withdrawn	RN7SL324P
Entry Withdrawn	HGNC:46361	Entry Withdrawn	RN7SL345P
Entry Withdrawn	HGNC:46363	Entry Withdrawn	RN7SL347P
Entry Withdrawn	HGNC:46364	Entry Withdrawn	RN7SL348P
Entry Withdrawn	HGNC:46365	Entry Withdrawn	RN7SL349P
Entry Withdrawn	HGNC:46371	Entry Withdrawn	RN7SL355P
Entry Withdrawn	HGNC:46374	Entry Withdrawn	RN7SL358P
Entry Withdrawn	HGNC:46376	Entry Withdrawn	RN7SL360P
Entry Withdrawn	HGNC:46381	Entry Withdrawn	RN7SL365P
Entry Withdrawn	HGNC:46383	Entry Withdrawn	RN7SL367P
Entry Withdrawn	HGNC:46389	Entry Withdrawn	RN7SL373P
Entry Withdrawn	HGNC:46390	Entry Withdrawn	RN7SL374P
Entry Withdrawn	HGNC:46405	Entry Withdrawn	RN7SL389P
Entry Withdrawn	HGNC:46422	Entry Withdrawn	RN7SL406P
Entry Withdrawn	HGNC:46423	Entry Withdrawn	RN7SL407P
Entry Withdrawn	HGNC:46425	Entry Withdrawn	RN7SL409P
Entry Withdrawn	HGNC:46426	Entry Withdrawn	RN7SL410P
Entry Withdrawn	HGNC:46428	Entry Withdrawn	RN7SL412P
Entry Withdrawn	HGNC:46437	Entry Withdrawn	RN7SL421P
HGNC:10039	HGNC:46443	RN7SL4P	RN7SL427P
HGNC:10043	HGNC:46449	RN7SL8P	RN7SL433P
Entry Withdrawn	HGNC:46452	Entry Withdrawn	RN7SL436P
Entry Withdrawn	HGNC:46453	Entry Withdrawn	RN7SL437P
Entry Withdrawn	HGNC:46455	Entry Withdrawn	RN7SL439P
Entry Withdrawn	HGNC:46466	Entry Withdrawn	RN7SL450P
Entry Withdrawn	HGNC:46474	Entry Withdrawn	RN7SL458P
Entry Withdrawn	HGNC:46479	Entry Withdrawn	RN7SL463P
Entry Withdrawn	HGNC:46483	Entry Withdrawn	RN7SL467P
Entry Withdrawn	HGNC:46492	Entry Withdrawn	RN7SL476P
Entry Withdrawn	HGNC:46501	Entry Withdrawn	RN7SL485P
Entry Withdrawn	HGNC:46502	Entry Withdrawn	RN7SL486P
Entry Withdrawn	HGNC:46506	Entry Withdrawn	RN7SL490P
Entry Withdrawn	HGNC:46517	Entry Withdrawn	RN7SL501P
Entry Withdrawn	HGNC:46522	Entry Withdrawn	RN7SL506P
Entry Withdrawn	HGNC:46527	Entry Withdrawn	RN7SL511P
Entry Withdrawn	HGNC:46528	Entry Withdrawn	RN7SL512P
Entry Withdrawn	HGNC:46530	Entry Withdrawn	RN7SL514P
Entry Withdrawn	HGNC:46538	Entry Withdrawn	RN7SL522P
HGNC:46264	HGNC:46543	RN7SL248P	RN7SL527P
Entry Withdrawn	HGNC:46544	Entry Withdrawn	RN7SL528P
Entry Withdrawn	HGNC:46545	Entry Withdrawn	RN7SL529P
Entry Withdrawn	HGNC:46548	Entry Withdrawn	RN7SL532P
Entry Withdrawn	HGNC:46549	Entry Withdrawn	RN7SL533P
Entry Withdrawn	HGNC:46550	Entry Withdrawn	RN7SL534P
Entry Withdrawn	HGNC:46553	Entry Withdrawn	RN7SL537P
Entry Withdrawn	HGNC:46556	Entry Withdrawn	RN7SL540P
Entry Withdrawn	HGNC:46564	Entry Withdrawn	RN7SL548P
Entry Withdrawn	HGNC:46566	Entry Withdrawn	RN7SL550P
Entry Withdrawn	HGNC:46578	Entry Withdrawn	RN7SL562P
Entry Withdrawn	HGNC:46588	Entry Withdrawn	RN7SL572P
Entry Withdrawn	HGNC:46592	Entry Withdrawn	RN7SL576P
